Animal ID,Type,Animal Name,Breed,Outgoing Date,Outgoing Status,Source,Source Date,Passed for Rehoming,Date Spay/Neutered,Days In Care,Surrender Reason,Primary Euthanasia Reason,
109643,Dog,Onyx,Small Mix Breed,09/26/2017,Adopted,ACO Impound,09/17/2017,Yes,09/22/2017,9,,,
109928,Dog,,Large Mix Breed,09/26/2017,Seized Release,ACO Impound,09/26/2017,,,0,,,
90423,Dog,Badger,Coonhound,09/26/2017,Transfer Out,Returns,09/21/2017,,04/18/2016,5,,,
92398,Dog,Lobo,Chihuahua,09/26/2017,Transfer Out,Returns,09/19/2017,Yes,06/10/2016,7,,,
109734,Dog,Fern,Hound,09/26/2017,Transfer Out,ACO Impound,09/20/2017,Yes,09/25/2017,6,,,
109737,Dog,Mya,Jack Russell Terrier,09/26/2017,Transfer Out,ACO Impound,09/20/2017,Yes,09/25/2017,6,,,
109739,Dog,Moo,Jack Russell Terrier,09/26/2017,Transfer Out,ACO Impound,09/20/2017,Yes,09/25/2017,6,,,
109752,Dog,Louis,Chihuahua,09/26/2017,Transfer Out,Owner Surrender,09/20/2017,Yes,,6,"FINANCIAL -- Cannot afford (food,",,
109736,Dog,Zoe,Jack Russell Terrier,09/26/2017,Transfer Out,ACO Impound,09/20/2017,Yes,09/25/2017,6,,,
109784,Dog,,Hound,09/26/2017,Transfer Out,ACO Impound,09/21/2017,,,5,,,
109705,Dog,Gizmo,Small Mix Breed,09/26/2017,Adopted,Stray,09/19/2017,Yes,09/25/2017,7,,,
109931,Dog,Gooch,Old English Sheepdog,09/26/2017,Euthanized,Euthanasia Request,09/26/2017,,,0,,Owner request -1,
109736,Dog,Zoe,Jack Russell Terrier,09/26/2017,Adopted,Returns,09/26/2017,Yes,09/25/2017,0,,,
109873,Dog,Lucky,Chihuahua,09/26/2017,Reclaimed,ACO Impound,09/24/2017,,,2,,,
109750,Dog,Frank/rescue Committed,Border Collie,09/26/2017,Transfer Out,ACO Impound,09/20/2017,,09/25/2017,6,,,
109743,Dog,Sam S.,"Schnauzer, Miniature",09/26/2017,Adopted,Stray,09/20/2017,Yes,09/25/2017,6,,,
109880,Dog,Zoey,Silky Terrier,09/26/2017,Reclaimed,Stray,09/24/2017,,,2,,,
109760,Dog,Wilma,Small Mix Breed,09/26/2017,Adopted,ACO Impound,09/20/2017,Yes,09/25/2017,6,,,
109923,Puppy,Aiden,Siberian Husky,09/26/2017,Reclaimed,ACO Impound,09/26/2017,,,0,,,
108493,Dog,Kano,Large Mix Breed,09/26/2017,Adopted,Owner Surrender,08/16/2017,Yes,,41,Aggressive towards other animals,,
109909,Puppy,Mia,Labrador,09/26/2017,Reclaimed,Stray,09/25/2017,,,1,,,
51133,Dog,Abby,Beagle,09/26/2017,Seized Release,ACO Impound,09/26/2017,,,0,,,
109037,Dog,Tex,Rhodesian Ridgeback,09/26/2017,Adopted,Returns,09/11/2017,Yes,09/06/2017,15,,,
109936,Dog,Peyton,Labrador,09/26/2017,Seized Release,ACO Impound,09/26/2017,,,0,,,
75140,Dog,Vincent/rescue,Cocker Spaniel,09/26/2017,Transfer Out,Owner Surrender,09/10/2017,,09/25/2017,16,,History of biting-6,
109350,Dog,Marla- Rescue Committed,Pit Bull,09/26/2017,Transfer Out,ACO Impound,09/07/2017,,09/25/2017,19,,,
75167,Dog,King,Rottweiler,09/26/2017,Euthanized,Euthanasia Request,09/26/2017,,,0,,Owner request -1,
109738,Puppy,Lily,Small Mix Breed,09/26/2017,Adopted,ACO Impound,09/20/2017,,09/25/2017,6,,,
109943,Dog,Nala,German Shepherd,09/26/2017,Seized Release,ACO Impound,09/26/2017,,,0,,,
101759,Dog,Rocky,Pit Bull,09/26/2017,Seized Release,ACO Impound,09/26/2017,,,0,,,
109714,Dog,Ferdinand,German Shepherd,09/27/2017,Transfer Out,Owner Surrender,09/19/2017,,,8,No time for animal,,
109895,Dog,Athena,Shepherd,09/27/2017,Transfer Out,Stray,09/24/2017,,,3,,,
107361,Dog,Piggy,Boston Terrier,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
107362,Dog,Squiggy,Boston Terrier,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
109953,Dog,Eva,Boston Terrier,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
109954,Dog,Persephane,Boston Terrier,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
109955,Dog,Icarus,Boston Terrier,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
109922,Dog,Booger,Chihuahua,09/27/2017,Reclaimed,ACO Impound,09/25/2017,,,2,,,
109958,Dog,Jack,Labrador,09/27/2017,Euthanized,Euthanasia Request,09/27/2017,,,0,,Owner request -1,
109761,Puppy,Wren,Small Mix Breed,09/27/2017,Transfer Out,ACO Impound,09/20/2017,,09/25/2017,7,,,
109902,Dog,Cayde,Large Mix Breed,09/27/2017,Transfer Out,ACO Impound,09/25/2017,,,2,,,
109916,Puppy,,Large Mix Breed,09/27/2017,Transfer Out,Stray,09/25/2017,,,2,,,
109920,Dog,,Small Mix Breed,09/27/2017,Transfer Out,ACO Impound,09/25/2017,,,2,,,
109919,Puppy,Bekah,Pit Bull,09/27/2017,Transfer Out,Stray,09/25/2017,,,2,,,
109514,Dog,Orbit,Labrador Retriever,09/27/2017,Adopted,Owner Surrender,09/12/2017,Yes,09/20/2017,15,,,
109738,Puppy,Lily,Small Mix Breed,09/27/2017,Transfer Out,Returns,09/27/2017,,09/25/2017,0,,,
109556,Dog,Lindy,Large Mix Breed,09/27/2017,Transfer Out,ACO Impound,09/14/2017,Yes,09/20/2017,13,,,
109684,Dog,Juniper,Medium Mix Breed,09/27/2017,Transfer Out,ACO Impound,09/18/2017,Yes,09/25/2017,9,,,
109749,Dog,Bernadette,Chihuahua,09/27/2017,Adopted,ACO Impound,09/20/2017,Yes,09/25/2017,7,,,
109693,Puppy,Baby,Large Mix Breed,09/27/2017,Adopted,ACO Impound,09/19/2017,Yes,09/25/2017,8,,,
109966,Dog,,Medium Mix Breed,09/27/2017,Euthanized,ACO Impound,09/27/2017,,,0,,Untreatable Terminal Illness-5,
,,,,,,,,,,,,,
109694,Dog,Bengi,Chihuahua,09/27/2017,Adopted,Owner Surrender,09/19/2017,Yes,09/25/2017,8,Aggressive towards other animals,,
109968,Dog,Max,Beagle,09/27/2017,Euthanized,Euthanasia Request,09/27/2017,,,0,,Owner request -1,
108104,Dog,Bubbles,Pit Bull,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
108105,Dog,Aible,Pit Bull,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
109138,Dog,Nala,Large Mix Breed,09/27/2017,Adopted,Owner Surrender,09/01/2017,Yes,,26,Moving - No pets allowed,,
109715,Dog,June,Boston Terrier,09/27/2017,Transfer Out,ACO Impound,09/19/2017,,,8,,,
109974,Dog,,Terrier,09/27/2017,Euthanized,ACO Impound,09/27/2017,,,0,,Untreatable Terminal Illness-5,
107108,Dog,Miles,Pit Bull,09/27/2017,Adopted,Returns,09/16/2017,Yes,07/19/2017,11,Behavior towards other animals,,
109950,Dog,Daisy,Cocker Spaniel,09/27/2017,Reclaimed,ACO Impound,09/27/2017,,,0,,,
109977,Dog,,Sharpei,09/27/2017,Seized Release,ACO Impound,09/27/2017,,,0,,,
108446,Dog,Coraline,Saint Bernard,09/27/2017,Adopted,Stray,08/15/2017,,08/16/2017,43,,,
109976,Dog,Jack,Small Mix Breed,09/27/2017,Reclaimed,Stray,09/27/2017,,,0,,,
109466,Dog,Midnight,Large Mix Breed,09/27/2017,Euthanized,Returns,09/27/2017,Yes,,0,Aggressive towards other animals,Rabies Testing-8,
109973,Dog,Sarge,Medium Mix Breed,09/27/2017,Euthanized,Euthanasia Request,09/27/2017,,,0,,Owner request -1,
109978,Dog,,Terrier,09/27/2017,Euthanized,ACO Impound,09/27/2017,,,0,,Untreatable Terminal Illness-5,
109967,Dog,Bosco,Cane Corso,09/28/2017,Reclaimed,ACO Impound,09/27/2017,,,1,,,
109652,Dog,Wilfred,Cane Corso,09/28/2017,Adopted,Stray,09/17/2017,,,11,,,
107629,Dog,Reedy,Large Mix Breed,09/28/2017,Adopted,ACO Impound,07/25/2017,Yes,08/02/2017,65,,,
109990,Dog,Bowzer,Rottweiler,09/28/2017,Reclaimed,ACO Impound,09/28/2017,,,0,,,
109509,Dog,Chelsea,Medium Mix Breed,09/28/2017,Adopted,Stray,09/12/2017,Yes,09/18/2017,16,,,
109828,Puppy,Evelyn,Medium Mix Breed,09/28/2017,Adopted,ACO Impound,09/22/2017,,09/27/2017,6,,,
109628,Dog,Emerson,Saint Bernard,09/28/2017,Transfer Out,ACO Impound,09/17/2017,Yes,09/27/2017,11,,,
109804,Dog,Harold,Terrier,09/28/2017,Adopted,Stray,09/21/2017,Yes,09/27/2017,7,,,
109667,Dog,Harriet - Rescue Committed,Chihuahua,09/28/2017,Transfer Out,ACO Impound,09/18/2017,Yes,,10,,,
109649,Dog,Charles - Rescue Committed,Chihuahua,09/28/2017,Transfer Out,Stray,09/17/2017,,,11,,,
109668,Dog,Edith - Rescue Commited,Chihuahua,09/28/2017,Transfer Out,ACO Impound,09/18/2017,Behaviour,,10,,,
109651,Dog,Chester- Rescue Committed,Chihuahua,09/28/2017,Transfer Out,Stray,09/17/2017,Yes,,11,,,
109815,Dog,Khloe',Chihuahua,09/28/2017,Adopted,Stray,09/22/2017,Yes,09/27/2017,6,,,
109851,Puppy,Felix,Labrador,09/28/2017,Adopted,Stray,09/23/2017,,09/27/2017,5,,,
110010,Dog,Shelby,Terrier,09/28/2017,Euthanized,Euthanasia Request,09/28/2017,,,0,,Owner request -1,
109993,Dog,Major,Boxer,09/28/2017,Reclaimed,ACO Impound,09/28/2017,,,0,,,
109897,Dog,Oscar,"Dachshund, Short-haired",09/28/2017,Transfer Out,Stray,09/24/2017,,,4,,,
86900,Dog,Khloe,Small Mix Breed,09/28/2017,Adopted,Returns,09/20/2017,Yes,01/22/2016,8,Behavior towards other animals,,
86888,Dog,Chewy,Medium Mix Breed,09/28/2017,Transfer Out,ACO Impound,09/20/2017,,,8,,,
109777,Dog,Linda,Small Mix Breed,09/28/2017,Transfer Out,ACO Impound,09/21/2017,,,7,,,
109853,Dog,Sadie,Jack Russell Terrier,09/28/2017,Transfer Out,ACO Impound,09/23/2017,,,5,,,
109996,Dog,Puppy,Medium Mix Breed,09/28/2017,Reclaimed,ACO Impound,09/28/2017,,,0,,,
109842,Puppy,Everett,Medium Mix Breed,09/28/2017,Adopted,ACO Impound,09/23/2017,,09/27/2017,5,,,
109979,Dog,Max,Chihuahua,09/28/2017,Reclaimed,Stray,09/27/2017,,,1,,,
109319,Dog,Lindy,Boxer,09/28/2017,Adopted,Stray,09/06/2017,Yes,,22,,,
108522,Dog,Adam - Rescue Committed,Pit Bull,09/28/2017,Adopted,Stray,08/17/2017,Yes,08/21/2017,42,,,
109970,Dog,Capone,Boxer,09/28/2017,Reclaimed,ACO Impound,09/27/2017,,,1,,,
109791,Dog,Paco,Long Hair Chihuahua,09/28/2017,Euthanized,ACO Impound,09/21/2017,,,7,,Failure to pass behavior evaluation-6,
109852,Dog,Christopher - Sos,Large Mix Breed,09/28/2017,Euthanized,Stray,09/23/2017,,,5,,Aggressive towards people-6,
110024,Dog,Rocko,Labrador,09/28/2017,Seized Release,ACO Impound,09/28/2017,,,0,,,
110026,Dog,,German Shepherd,09/28/2017,Seized Release,ACO Impound,09/28/2017,,,0,,,
110033,Dog,,Rottweiler,09/29/2017,Euthanized,ACO Impound,09/29/2017,,,0,,Untreatable Terminal Illness-5,
109557,Dog,Rose,Large Mix Breed,09/29/2017,Adopted,ACO Impound,09/14/2017,Yes,09/20/2017,15,,,
109811,Dog,Cletus,Pit Bull,09/29/2017,Adopted,ACO Impound,09/22/2017,Yes,09/27/2017,7,,,
109986,Dog,Sammy,Chihuahua,09/29/2017,Reclaimed,ACO Impound,09/27/2017,,,2,,,
110035,Dog,Sierra,Doberman,09/29/2017,Euthanized,Euthanasia Request,09/29/2017,,,0,,Owner request -1,
109799,Dog,Charlize,Pit Bull,09/29/2017,Adopted,ACO Impound,09/21/2017,Yes,09/27/2017,8,,,
109498,Dog,Jedi,Small Mix Breed,09/29/2017,Adopted,Returns,09/27/2017,Yes,09/20/2017,2,,,
110036,Puppy,,Labrador,09/29/2017,Seized Release,ACO Impound,09/29/2017,,,0,,,
109661,Dog,Archer,Chihuahua,09/29/2017,Transfer Out,ACO Impound,09/18/2017,Yes,,11,,,
109748,Dog,Bonnie,Chihuahua,09/29/2017,Transfer Out,ACO Impound,09/20/2017,Yes,,9,,,
108704,Dog,Scout,Large Mix Breed,09/29/2017,Adopted,ACO Impound,08/21/2017,,,39,,,
91153,Dog,Harper,Pit Bull,09/29/2017,Adopted,Returns,09/20/2017,Yes,05/11/2016,9,,,
109735,Dog,Bella,Small Mix Breed,09/29/2017,Adopted,ACO Impound,09/20/2017,Yes,09/25/2017,9,,,
109775,Dog,,Large Mix Breed,09/29/2017,Euthanized,ACO Impound,09/21/2017,,,8,,Failure to pass medical evaluation-5,
83876,Dog,Benjamin,Pit Bull,09/29/2017,Euthanized,Returns,09/28/2017,Yes,11/20/2015,1,,Failure to pass medical evaluation-5,
93984,Dog,Molly,Pit Bull,09/29/2017,Seized Release,ACO Impound,09/29/2017,Yes,07/19/2016,0,,,
109507,Dog,Farnin - Rescue Committed,Pit Bull,09/29/2017,Transfer Out,Stray,09/12/2017,Yes,09/20/2017,17,,,
110043,Dog,Chaos,Pit Bull,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
110042,Dog,Tyke,Pit Bull,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
109838,Dog,Mufasa,Pit Bull,09/29/2017,Reclaimed,ACO Impound,09/23/2017,,,6,,,
109896,Dog,Otter,"Dachshund, Short-haired",09/29/2017,Transfer Out,Stray,09/24/2017,,,5,,,
109898,Dog,Gypsy,"Dachshund, Short-haired",09/29/2017,Transfer Out,Stray,09/24/2017,,,5,,,
109899,Dog,Mercedes,"Dachshund, Short-haired",09/29/2017,Transfer Out,Stray,09/24/2017,,,5,,,
109655,Dog,Lori,Medium Mix Breed,09/29/2017,Adopted,ACO Impound,09/17/2017,Yes,,12,,,
109884,Dog,Jeffrey,Dachshund,09/29/2017,Adopted,ACO Impound,09/24/2017,Yes,09/29/2017,5,,,
108060,Dog,Raksha,Medium Mix Breed,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,02/08/2017,0,,,
104495,Dog,Tucker,Large Mix Breed,09/29/2017,Adopted,Returns,09/19/2017,Yes,05/08/2017,10,,,
,,,,,,,,,,,,,
108635,Dog,Elsa,Large Mix Breed,09/29/2017,Adopted,ACO Impound,08/20/2017,,08/25/2017,40,,,
109152,Dog,Willie,Labrador,09/29/2017,Adopted,Returns,09/22/2017,Yes,09/11/2017,7,,,
109774,Dog,Blanco,Large Mix Breed,09/29/2017,Transfer Out,ACO Impound,09/21/2017,Yes,09/25/2017,8,,,
107361,Dog,Piggy,Boston Terrier,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
107362,Dog,Squiggy,Boston Terrier,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
109953,Dog,Eva,Boston Terrier,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
109954,Dog,Persephane,Boston Terrier,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
109955,Dog,Icarus,Boston Terrier,09/29/2017,Reclaimed,ACO Impound,09/29/2017,,,0,,,
91091,Dog,Doc,Labrador,09/29/2017,Euthanized,Returns,09/23/2017,,05/06/2016,6,,Aggressive towards people-6,
109767,Dog,Brick,Cane Corso,09/30/2017,Transfer Out,Owner Surrender,09/20/2017,Rescue,09/27/2017,10,MOVING,,
109871,Puppy,Cooper,Beagle,09/30/2017,Adopted,Stray,09/24/2017,,09/29/2017,6,,,
109552,Dog,Farrah,Medium Mix Breed,09/30/2017,Transfer Out,ACO Impound,09/14/2017,,09/29/2017,16,,Aggressive towards people-6,
110057,Dog,,Medium Mix Breed,09/30/2017,Euthanized,ACO Impound,09/30/2017,,,0,,Untreatable Terminal Injury-5,
100861,Dog,Miles,Large Mix Breed,09/30/2017,Adopted,Returns,09/14/2017,Yes,02/01/2017,16,No time for animal,,
109984,Puppy,Boy,Pit Bull,09/30/2017,Reclaimed,ACO Impound,09/27/2017,,,3,,,
109596,Dog,Noir,Pit Bull,09/30/2017,Adopted,Stray,09/15/2017,Yes,09/20/2017,15,,,
110060,Dog,Oreo,Labrador,09/30/2017,Euthanized,Euthanasia Request,09/30/2017,,,0,,Owner request -1,
110030,Dog,Ranger,Labrador,09/30/2017,Reclaimed,ACO Impound,09/28/2017,,,2,,,
110068,Dog,Pancake,Pit Bull,09/30/2017,Euthanized,Euthanasia Request,09/30/2017,,,0,,Owner request -1,
109718,Puppy,Piglette,Large Mix Breed,09/30/2017,Adopted,ACO Impound,09/19/2017,,09/29/2017,11,,,
60869,Dog,Bella - Needs Pulled By 10/01,Jack Russell Terrier,09/30/2017,Transfer Out,ACO Impound,09/25/2017,Yes,,5,Behavior towards other animals,Aggressive towards animals-6,
109915,Puppy,Sonny,Chihuahua,09/30/2017,Adopted,Stray,09/25/2017,,09/29/2017,5,,,
110073,Dog,Mojo,Pit Bull,09/30/2017,Seized Release,ACO Impound,09/30/2017,,,0,,,
109796,Dog,Atticus,Medium Mix Breed,09/30/2017,Adopted,Stray,09/21/2017,Yes,09/27/2017,9,,,
109584,Dog,Duncan,Pit Bull,09/30/2017,Transfer Out,ACO Impound,09/15/2017,Yes,09/25/2017,15,,,
110078,Dog,Scruffy,Wirehaired Fox Terrier,09/30/2017,Euthanized,Euthanasia Request,09/30/2017,,,0,,Owner request -1,
110080,Dog,Diamond,Pit Bull,09/30/2017,Euthanized,Euthanasia Request,09/30/2017,,,0,,Owner request -1,
108780,Dog,Shere Khan,Pit Bull,09/30/2017,Adopted,Returns,09/28/2017,Yes,08/30/2017,2,,,
107755,Dog,Nivek,Pit Bull,09/30/2017,Adopted,Returns,09/26/2017,Yes,08/09/2017,4,,,
109498,Dog,Jedi,Small Mix Breed,09/30/2017,Adopted,Returns,09/30/2017,Yes,09/20/2017,0,,,
108912,Dog,Vixen,Medium Mix Breed,09/30/2017,Adopted,Returns,09/30/2017,Yes,09/01/2017,0,,,
109634,Dog,Holmes,Pit Bull,09/30/2017,Adopted,Stray,09/17/2017,Yes,09/22/2017,13,,,
109717,Puppy,Eeyore,Large Mix Breed,09/30/2017,Adopted,ACO Impound,09/19/2017,,09/29/2017,11,,,
110085,Dog,Honey,Shepherd,09/30/2017,Seized Release,ACO Impound,09/30/2017,,,0,,Owner request -1,
110081,Dog,Vinson,Siberian Husky,09/30/2017,Seized Release,ACO Impound,09/30/2017,,,0,,,
835,,,,,,,,,,,,,
